,Approximate,Exact,Errors,log h,log Error
65,"[0.         0.07964769 0.15912481 0.23823024 0.31677908 0.39458809
 0.4714754  0.54726156 0.62176932 0.6948248  0.76625722 0.83589942
 0.90358901 0.969168   1.03248324 1.0933868  1.15173665 1.20739598
 1.26023576 1.31013208 1.35696851 1.40063546 1.44103089 1.47806051
 1.51163809 1.54168518 1.56813063 1.59091318 1.60998036 1.62528726
 1.6367982  1.64448652 1.64833378 1.64833101 1.64447779 1.63678395
 1.62526706 1.60995435 1.59088141 1.5680928  1.54164237 1.51159202
 1.47801138 1.4409788  1.40058109 1.3569128  1.3100755  1.26017826
 1.20733761 1.15167696 1.09332671 1.03242315 0.96910851 0.9035307
 0.83584312 0.76620376 0.69477527 0.62172411 0.54722105 0.47144019
 0.39455827 0.31675487 0.23821169 0.15911231 0.0796414  0.        ]","[0.00000000e+00 7.96552965e-02 1.59124554e-01 2.38222169e-01
 3.16763406e-01 3.94564826e-01 4.71444722e-01 5.47223537e-01
 6.21724287e-01 6.94772970e-01 7.66198979e-01 8.35835494e-01
 9.03519877e-01 9.69094048e-01 1.03240485e+00 1.09330443e+00
 1.15165055e+00 1.20730693e+00 1.26014359e+00 1.31003712e+00
 1.35687101e+00 1.40053585e+00 1.44092969e+00 1.47795816e+00
 1.51153479e+00 1.54158117e+00 1.56802711e+00 1.59081085e+00
 1.60987918e+00 1.62518756e+00 1.63670024e+00 1.64439033e+00
 1.64823987e+00 1.64823987e+00 1.64439033e+00 1.63670024e+00
 1.62518756e+00 1.60987918e+00 1.59081085e+00 1.56802711e+00
 1.54158117e+00 1.51153479e+00 1.47795816e+00 1.44092969e+00
 1.40053585e+00 1.35687101e+00 1.31003712e+00 1.26014359e+00
 1.20730693e+00 1.15165055e+00 1.09330443e+00 1.03240485e+00
 9.69094048e-01 9.03519877e-01 8.35835494e-01 7.66198979e-01
 6.94772970e-01 6.21724287e-01 5.47223537e-01 4.71444722e-01
 3.94564826e-01 3.16763406e-01 2.38222169e-01 1.59124554e-01
 7.96552965e-02 2.01910123e-16]",0.0005183046875121536,-4.174387269895637,-7.564947288796094
70,"[0.         0.07395988 0.14778319 0.2213088  0.29438858 0.36687531
 0.438623   0.50948714 0.57932496 0.64799582 0.71536146 0.78128607
 0.84563685 0.90828428 0.96910212 1.027968   1.08476325 1.13937355
 1.19168883 1.24160381 1.28901772 1.33383536 1.37596617 1.4153255
 1.45183406 1.48541825 1.51601023 1.54354869 1.56797828 1.58924918
 1.60731904 1.62215103 1.63371546 1.64198949 1.64695612 1.64860531
 1.64693353 1.64194433 1.6336476  1.62206031 1.60720581 1.58911385
 1.56782136 1.54337107 1.51581248 1.48520102 1.45159843 1.41507238
 1.37569673 1.33355089 1.28871998 1.24129436 1.19136936 1.13904577
 1.08444298 1.02765715 0.96880239 0.90799727 0.84536431 0.78102971
 0.71512294 0.64777671 0.57912658 0.50931071 0.43846969 0.36674602
 0.29428416 0.22122992 0.14773032 0.07393338 0.        ]","[0.00000000e+00 7.39696001e-02 1.47790235e-01 2.21313241e-01
 2.94390550e-01 3.66874997e-01 4.38620606e-01 5.09482892e-01
 5.79319146e-01 6.47988730e-01 7.15353350e-01 7.81277343e-01
 8.45627948e-01 9.08275571e-01 9.69094048e-01 1.02796090e+00
 1.08475757e+00 1.13936969e+00 1.19168727e+00 1.24160494e+00
 1.28902220e+00 1.33384353e+00 1.37597868e+00 1.41534279e+00
 1.45185658e+00 1.48544654e+00 1.51604500e+00 1.54359035e+00
 1.56802711e+00 1.58930607e+00 1.60738439e+00 1.62222564e+00
 1.63379995e+00 1.64208400e+00 1.64706112e+00 1.64872127e+00
 1.64706112e+00 1.64208400e+00 1.63379995e+00 1.62222564e+00
 1.60738439e+00 1.58930607e+00 1.56802711e+00 1.54359035e+00
 1.51604500e+00 1.48544654e+00 1.45185658e+00 1.41534279e+00
 1.37597868e+00 1.33384353e+00 1.28902220e+00 1.24160494e+00
 1.19168727e+00 1.13936969e+00 1.08475757e+00 1.02796090e+00
 9.69094048e-01 9.08275571e-01 8.45627948e-01 7.81277343e-01
 7.15353350e-01 6.47988730e-01 5.79319146e-01 5.09482892e-01
 4.38620606e-01 3.66874997e-01 2.94390550e-01 2.21313241e-01
 1.47790235e-01 7.39696001e-02 2.01910123e-16]",0.0013535324322870286,-4.248495242049359,-6.605037487403847
75,"[0.         0.06903282 0.13795457 0.2066342  0.27495118 0.34278564
 0.4100186  0.47653204 0.54220922 0.60693481 0.67060227 0.73309311
 0.79429767 0.85410855 0.91242066 0.96913176 1.02414235 1.07735615
 1.1286797  1.17802298 1.22529929 1.2704257  1.31332321 1.35391661
 1.3921346  1.42790994 1.46118003 1.49188683 1.51997588 1.54539831
 1.56810921 1.58806902 1.60524252 1.61959969 1.63111573 1.63977025
 1.64554765 1.6484379  1.64843637 1.64554267 1.63976174 1.63110429
 1.6195852  1.60522485 1.58804852 1.56808628 1.54537306 1.51994875
 1.49185798 1.46115006 1.42787868 1.39210238 1.3538838  1.31329018
 1.27039265 1.22526644 1.177991   1.12864922 1.0773275  1.024116
 0.96910797 0.91240001 0.85409161 0.79428501 0.73308515 0.67059921
 0.60693685 0.54220976 0.47653156 0.41001748 0.34278424 0.2749497
 0.20663283 0.13795354 0.06903226 0.        ]","[0.00000000e+00 6.90412810e-02 1.37961440e-01 2.06639568e-01
 2.74955180e-01 3.42788427e-01 4.10020307e-01 4.76532872e-01
 5.42209436e-01 6.06934780e-01 6.70595355e-01 7.33079478e-01
 7.94277530e-01 8.54082149e-01 9.12388418e-01 9.69094048e-01
 1.02409956e+00 1.07730845e+00 1.12862737e+00 1.17796630e+00
 1.22523868e+00 1.27036157e+00 1.31325582e+00 1.35384617e+00
 1.39206141e+00 1.42783450e+00 1.46110269e+00 1.49180761e+00
 1.51989539e+00 1.54531675e+00 1.56802711e+00 1.58798661e+00
 1.60516025e+00 1.61951788e+00 1.63103434e+00 1.63968940e+00
 1.64546790e+00 1.64835968e+00 1.64835968e+00 1.64546790e+00
 1.63968940e+00 1.63103434e+00 1.61951788e+00 1.60516025e+00
 1.58798661e+00 1.56802711e+00 1.54531675e+00 1.51989539e+00
 1.49180761e+00 1.46110269e+00 1.42783450e+00 1.39206141e+00
 1.35384617e+00 1.31325582e+00 1.27036157e+00 1.22523868e+00
 1.17796630e+00 1.12862737e+00 1.07730845e+00 1.02409956e+00
 9.69094048e-01 9.12388418e-01 8.54082149e-01 7.94277530e-01
 7.33079478e-01 6.70595355e-01 6.06934780e-01 5.42209436e-01
 4.76532872e-01 4.10020307e-01 3.42788427e-01 2.74955180e-01
 2.06639568e-01 1.37961440e-01 6.90412810e-02 2.01910123e-16]",0.000423414062425057,-4.31748811353631,-7.767159986718554
80,"[0.         0.06472508 0.12935866 0.19379273 0.257928   0.32166553
 0.38490706 0.447555   0.50951277 0.5706848  0.6309769  0.69029593
 0.74855051 0.8056507  0.86150848 0.91603795 0.96915505 1.02077775
 1.07082656 1.11922416 1.16589591 1.2107699  1.25377703 1.29485075
 1.33392758 1.37094743 1.40585312 1.43859086 1.4691102  1.49736435
 1.52330973 1.54690619 1.56811698 1.58691007 1.60325629 1.61713053
 1.62851111 1.63738036 1.64372449 1.64753387 1.6488027  1.64752915
 1.64371518 1.63736693 1.62849439 1.61711079 1.60323358 1.58688421
 1.56808789 1.54687368 1.52327436 1.49732637 1.46906958 1.43854764
 1.40580772 1.37090019 1.33387907 1.29480138 1.25372746 1.21072059
 1.16584706 1.11917605 1.07077949 1.02073197 0.96911048 0.91599475
 0.86146664 0.80561037 0.74851205 0.69025978 0.63094329 0.570654
 0.50948487 0.44753018 0.3848855  0.32164741 0.25791338 0.19378172
 0.12935126 0.06472137 0.        ]","[0.00000000e+00 6.47284933e-02 1.29357180e-01 1.93786407e-01
 2.57916830e-01 3.21649564e-01 3.84886337e-01 4.47529643e-01
 5.09482892e-01 5.70650554e-01 6.30938315e-01 6.90253214e-01
 7.48503794e-01 8.05600234e-01 8.61454498e-01 9.15980461e-01
 9.69094048e-01 1.02071336e+00 1.07075881e+00 1.11915323e+00
 1.16582199e+00 1.21069314e+00 1.25369749e+00 1.29476873e+00
 1.33384353e+00 1.37086164e+00 1.40576598e+00 1.43850273e+00
 1.46902141e+00 1.49727497e+00 1.52321984e+00 1.54681601e+00
 1.56802711e+00 1.58682042e+00 1.60316697e+00 1.61704155e+00
 1.62842278e+00 1.63729309e+00 1.64363881e+00 1.64745017e+00
 1.64872127e+00 1.64745017e+00 1.64363881e+00 1.63729309e+00
 1.62842278e+00 1.61704155e+00 1.60316697e+00 1.58682042e+00
 1.56802711e+00 1.54681601e+00 1.52321984e+00 1.49727497e+00
 1.46902141e+00 1.43850273e+00 1.40576598e+00 1.37086164e+00
 1.33384353e+00 1.29476873e+00 1.25369749e+00 1.21069314e+00
 1.16582199e+00 1.11915323e+00 1.07075881e+00 1.02071336e+00
 9.69094048e-01 9.15980461e-01 8.61454498e-01 8.05600234e-01
 7.48503794e-01 6.90253214e-01 6.30938315e-01 5.70650554e-01
 5.09482892e-01 4.47529643e-01 3.84886337e-01 3.21649564e-01
 2.57916830e-01 1.93786407e-01 1.29357180e-01 6.47284933e-02
 2.01910123e-16]",0.0005030608788750804,-4.382026634673881,-7.594799363627467
85,"[0.         0.06092064 0.12176499 0.18244298 0.24287172 0.30296867
 0.36265165 0.42183916 0.48045049 0.53840554 0.59562514 0.65203127
 0.70754679 0.76209579 0.81560392 0.86799786 0.9192063  0.96915899
 1.01778779 1.06502654 1.1108103  1.15507677 1.19776592 1.23881897
 1.27818021 1.31579537 1.35161363 1.38558522 1.41766413 1.44780668
 1.47597192 1.50212077 1.5262181  1.54823069 1.56812826 1.58588377
 1.6014737  1.61487624 1.62607286 1.63504834 1.6417905  1.64629016
 1.64854153 1.64854135 1.64628919 1.6417883  1.6350448  1.62606801
 1.61486994 1.60146607 1.5858747  1.56811693 1.54821706 1.52620248
 1.50210313 1.47595223 1.44778569 1.41764182 1.38556177 1.35158925
 1.31577116 1.27815579 1.23879487 1.19774179 1.15505297 1.11078628
 1.06500242 1.01776398 0.96913525 0.91918286 0.8679752  0.81558206
 0.76207514 0.70752714 0.65201285 0.59560791 0.53838946 0.48043569
 0.42182576 0.36263964 0.3029583  0.24286329 0.18243657 0.12176067
 0.06091847 0.        ]","[0.00000000e+00 6.09227230e-02 1.21762233e-01 1.82435430e-01
 2.42859443e-01 3.02951739e-01 3.62630239e-01 4.21813429e-01
 4.80420474e-01 5.38371322e-01 5.95586819e-01 6.51988816e-01
 7.07500275e-01 7.62045374e-01 8.15549611e-01 8.67939905e-01
 9.19144697e-01 9.69094048e-01 1.01771973e+00 1.06495534e+00
 1.11073634e+00 1.15500021e+00 1.19768649e+00 1.23873687e+00
 1.27809528e+00 1.31570798e+00 1.35152357e+00 1.38549315e+00
 1.41757030e+00 1.44771123e+00 1.47587476e+00 1.50202242e+00
 1.52611850e+00 1.54813008e+00 1.56802711e+00 1.58578240e+00
 1.60137170e+00 1.61477372e+00 1.62597015e+00 1.63494570e+00
 1.64168812e+00 1.64618818e+00 1.64843975e+00 1.64843975e+00
 1.64618818e+00 1.64168812e+00 1.63494570e+00 1.62597015e+00
 1.61477372e+00 1.60137170e+00 1.58578240e+00 1.56802711e+00
 1.54813008e+00 1.52611850e+00 1.50202242e+00 1.47587476e+00
 1.44771123e+00 1.41757030e+00 1.38549315e+00 1.35152357e+00
 1.31570798e+00 1.27809528e+00 1.23873687e+00 1.19768649e+00
 1.15500021e+00 1.11073634e+00 1.06495534e+00 1.01771973e+00
 9.69094048e-01 9.19144697e-01 8.67939905e-01 8.15549611e-01
 7.62045374e-01 7.07500275e-01 6.51988816e-01 5.95586819e-01
 5.38371322e-01 4.80420474e-01 4.21813429e-01 3.62630239e-01
 3.02951739e-01 2.42859443e-01 1.82435430e-01 1.21762233e-01
 6.09227230e-02 2.01910123e-16]",0.0006374605224118055,-4.442651256490317,-7.358018208477704
90,"[0.         0.05753611 0.11500795 0.17233964 0.2294613  0.28630334
 0.34279651 0.39887197 0.45446141 0.50949707 0.5639119  0.6176396
 0.67061469 0.72277257 0.77404981 0.82438386 0.87371332 0.92197808
 0.96911946 1.01508001 1.05980357 1.10323575 1.14532356 1.18601584
 1.22526303 1.26301733 1.29923275 1.33386508 1.36687211 1.39821366
 1.42785133 1.45574915 1.48187319 1.5061915  1.52867463 1.54929529
 1.56802817 1.58485051 1.59974184 1.61268384 1.62366106 1.63265999
 1.63966971 1.64468172 1.64768988 1.64869059 1.6476827  1.64466732
 1.63964841 1.63263198 1.62362686 1.61264374 1.59969619 1.58480006
 1.56797363 1.54923733 1.5286141  1.50612908 1.48180982 1.45568609
 1.42778978 1.39814406 1.36679551 1.33378224 1.29914454 1.26292453
 1.22516636 1.18591608 1.14522139 1.10313183 1.05969886 1.01497533
 0.96901556 0.92187559 0.87361288 0.8242861  0.77395549 0.72268223
 0.67052883 0.61755887 0.56383683 0.50942812 0.45439899 0.39881649
 0.3427483  0.28626271 0.22942848 0.17231484 0.11499132 0.05752777
 0.        ]","[0.00000000e+00 5.75395426e-02 1.15008982e-01 1.72338301e-01
 2.29457652e-01 2.86297444e-01 3.42788427e-01 3.98861775e-01
 4.54449172e-01 5.09482892e-01 5.63895885e-01 6.17621859e-01
 6.70595355e-01 7.22751834e-01 7.74027752e-01 8.24360635e-01
 8.73689163e-01 9.21953234e-01 9.69094048e-01 1.01505417e+00
 1.05977760e+00 1.10320986e+00 1.14529803e+00 1.18599083e+00
 1.22523868e+00 1.26299377e+00 1.29921009e+00 1.33384353e+00
 1.36685188e+00 1.39819493e+00 1.42783450e+00 1.45573448e+00
 1.48186086e+00 1.50618183e+00 1.52866774e+00 1.54929121e+00
 1.56802711e+00 1.58485260e+00 1.59974720e+00 1.61269276e+00
 1.62367349e+00 1.63267603e+00 1.63968940e+00 1.64470507e+00
 1.64771691e+00 1.64872127e+00 1.64771691e+00 1.64470507e+00
 1.63968940e+00 1.63267603e+00 1.62367349e+00 1.61269276e+00
 1.59974720e+00 1.58485260e+00 1.56802711e+00 1.54929121e+00
 1.52866774e+00 1.50618183e+00 1.48186086e+00 1.45573448e+00
 1.42783450e+00 1.39819493e+00 1.36685188e+00 1.33384353e+00
 1.29921009e+00 1.26299377e+00 1.22523868e+00 1.18599083e+00
 1.14529803e+00 1.10320986e+00 1.05977760e+00 1.01505417e+00
 9.69094048e-01 9.21953234e-01 8.73689163e-01 8.24360635e-01
 7.74027752e-01 7.22751834e-01 6.70595355e-01 6.17621859e-01
 5.63895885e-01 5.09482892e-01 4.54449172e-01 3.98861775e-01
 3.42788427e-01 2.86297444e-01 2.29457652e-01 1.72338301e-01
 1.15008982e-01 5.75395426e-02 2.01910123e-16]",0.0004012837602606255,-4.499809670330265,-7.820841749338243
95,"[0.         0.05450926 0.10896386 0.16329928 0.21745607 0.27137501
 0.32499718 0.3782639  0.43111689 0.48349838 0.53535113 0.58661842
 0.63724418 0.68717292 0.73635012 0.78472203 0.83223579 0.87883935
 0.92448168 0.96911291 1.01268421 1.05514787 1.0964576  1.13656816
 1.17543569 1.21301761 1.24927297 1.28416207 1.31764691 1.34969057
 1.38025808 1.40931599 1.43683248 1.46277768 1.48712304 1.50984187
 1.53090938 1.55030235 1.56799962 1.58398186 1.59824159 1.61075337
 1.62150381 1.63048093 1.63767469 1.6430777  1.64668367 1.64848862
 1.64849088 1.64669033 1.64308882 1.6376904  1.63050075 1.62152802
 1.610782   1.59827454 1.58401938 1.5680322  1.55033041 1.53093319
 1.50986197 1.48713964 1.46279103 1.43684261 1.40932292 1.38026203
 1.34969185 1.3176457  1.28415871 1.24926752 1.21301007 1.17542635
 1.13655742 1.09644564 1.05513478 1.01267007 0.96909803 0.92446616
 0.87882343 0.83221978 0.78470614 0.73633447 0.68715763 0.63722938
 0.58660443 0.53533806 0.48348632 0.43110586 0.378254   0.32498852
 0.27136765 0.21745004 0.16329467 0.10896075 0.05450769 0.        ]","[0.00000000e+00 5.45122803e-02 1.08964952e-01 1.63298472e-01
 2.17453428e-01 2.71370602e-01 3.24991036e-01 3.78256097e-01
 4.31107541e-01 4.83487574e-01 5.35338921e-01 5.86604883e-01
 6.37229402e-01 6.87157119e-01 7.36333440e-01 7.84704591e-01
 8.32217679e-01 8.78820749e-01 9.24462842e-01 9.69094048e-01
 1.01266556e+00 1.05512975e+00 1.09644016e+00 1.13655163e+00
 1.17542030e+00 1.21300366e+00 1.24926062e+00 1.28415154e+00
 1.31763825e+00 1.34968414e+00 1.38025418e+00 1.40931493e+00
 1.43683461e+00 1.46278313e+00 1.48713213e+00 1.50985496e+00
 1.53092679e+00 1.55032458e+00 1.56802711e+00 1.58401502e+00
 1.59827084e+00 1.61077897e+00 1.62152574e+00 1.63049939e+00
 1.63769012e+00 1.64309005e+00 1.64669329e+00 1.64849590e+00
 1.64849590e+00 1.64669329e+00 1.64309005e+00 1.63769012e+00
 1.63049939e+00 1.62152574e+00 1.61077897e+00 1.59827084e+00
 1.58401502e+00 1.56802711e+00 1.55032458e+00 1.53092679e+00
 1.50985496e+00 1.48713213e+00 1.46278313e+00 1.43683461e+00
 1.40931493e+00 1.38025418e+00 1.34968414e+00 1.31763825e+00
 1.28415154e+00 1.24926062e+00 1.21300366e+00 1.17542030e+00
 1.13655163e+00 1.09644016e+00 1.05512975e+00 1.01266556e+00
 9.69094048e-01 9.24462842e-01 8.78820749e-01 8.32217679e-01
 7.84704591e-01 7.36333440e-01 6.87157119e-01 6.37229402e-01
 5.86604883e-01 5.35338921e-01 4.83487574e-01 4.31107541e-01
 3.78256097e-01 3.24991036e-01 2.71370602e-01 2.17453428e-01
 1.63298472e-01 1.08964952e-01 5.45122803e-02 2.01910123e-16]",0.00010987957935358133,-4.553876891600541,-9.116125524979136
100,"[0.         0.05178926 0.10353165 0.15517187 0.20665893 0.25794203
 0.30897057 0.35969416 0.41006276 0.46002672 0.50953664 0.55854366
 0.60699946 0.65485625 0.7020667  0.7485843  0.79436321 0.83935811
 0.88352471 0.92681943 0.96919946 1.010623   1.05104912 1.09043804
 1.12875074 1.16594945 1.20199748 1.2368592  1.27050015 1.30288716
 1.33398825 1.36377287 1.39221147 1.41927604 1.44493994 1.4691778
 1.49196566 1.51328114 1.53310314 1.55141209 1.56818998 1.58342022
 1.59708783 1.60917914 1.61968246 1.6285873  1.63588495 1.64156821
 1.64563133 1.64807054 1.6488833  1.64806884 1.64562781 1.64156258
 1.63587721 1.62857735 1.61967019 1.60916468 1.59707129 1.58340174
 1.56816951 1.55138984 1.5330791  1.51325542 1.49193848 1.46914919
 1.44491007 1.419245   1.39217931 1.36373976 1.33395445 1.30285271
 1.27046538 1.23682435 1.2019629  1.16591527 1.128717   1.09040485
 1.05101671 1.01059132 0.96916864 0.92678955 0.88349589 0.83933041
 0.7943366  0.74855892 0.70204248 0.65483328 0.60697795 0.55852361
 0.50951809 0.46000978 0.41004754 0.35968067 0.30895886 0.25793219
 0.20665099 0.15516587 0.10352764 0.05178724 0.        ]","[0.00000000e+00 5.17875866e-02 1.03524065e-01 1.55158378e-01
 2.06639568e-01 2.57916830e-01 3.08939559e-01 3.59657402e-01
 4.10020307e-01 4.59978571e-01 5.09482892e-01 5.58484414e-01
 6.06934780e-01 6.54786175e-01 7.01991375e-01 7.48503794e-01
 7.94277530e-01 8.39267410e-01 8.83429034e-01 9.26718821e-01
 9.69094048e-01 1.01051290e+00 1.05093449e+00 1.09031894e+00
 1.12862737e+00 1.16582199e+00 1.20186608e+00 1.23672408e+00
 1.27036157e+00 1.30274538e+00 1.33384353e+00 1.36362534e+00
 1.39206141e+00 1.41912369e+00 1.44478546e+00 1.46902141e+00
 1.49180761e+00 1.51312157e+00 1.53294227e+00 1.55125014e+00
 1.56802711e+00 1.58325663e+00 1.59692366e+00 1.60901472e+00
 1.61951788e+00 1.62842278e+00 1.63572061e+00 1.64140419e+00
 1.64546790e+00 1.64790773e+00 1.64872127e+00 1.64790773e+00
 1.64546790e+00 1.64140419e+00 1.63572061e+00 1.62842278e+00
 1.61951788e+00 1.60901472e+00 1.59692366e+00 1.58325663e+00
 1.56802711e+00 1.55125014e+00 1.53294227e+00 1.51312157e+00
 1.49180761e+00 1.46902141e+00 1.44478546e+00 1.41912369e+00
 1.39206141e+00 1.36362534e+00 1.33384353e+00 1.30274538e+00
 1.27036157e+00 1.23672408e+00 1.20186608e+00 1.16582199e+00
 1.12862737e+00 1.09031894e+00 1.05093449e+00 1.01051290e+00
 9.69094048e-01 9.26718821e-01 8.83429034e-01 8.39267410e-01
 7.94277530e-01 7.48503794e-01 7.01991375e-01 6.54786175e-01
 6.06934780e-01 5.58484414e-01 5.09482892e-01 4.59978571e-01
 4.10020307e-01 3.59657402e-01 3.08939559e-01 2.57916830e-01
 2.06639568e-01 1.55158378e-01 1.03524065e-01 5.17875866e-02
 2.01910123e-16]",0.0011273778242927696,-4.605170185988092,-6.78786085228782
105,"[0.         0.04932029 0.0986001  0.14779164 0.19685087 0.24573387
 0.29439689 0.34279638 0.390889   0.43863169 0.48598172 0.53289676
 0.5793348  0.62525422 0.67061397 0.7153734  0.75949246 0.80293159
 0.84565195 0.88761531 0.92878403 0.96912133 1.0085911  1.0471581
 1.0847877  1.12144635 1.15710119 1.19172015 1.22527234 1.25772769
 1.28905706 1.31923263 1.34822737 1.37601523 1.4025713  1.42787196
 1.45189457 1.47461749 1.49602038 1.51608397 1.53479043 1.55212291
 1.56806607 1.58260558 1.5957283  1.60742258 1.61767797 1.62648526
 1.6338367  1.6397256  1.64414669 1.64709613 1.64857115 1.64857032
 1.64709387 1.64414303 1.63972055 1.63383025 1.62647741 1.61766863
 1.60741176 1.59571602 1.58259174 1.56805078 1.55210614 1.53477213
 1.51606425 1.49599926 1.47459521 1.45187117 1.42784737 1.40254552
 1.37598829 1.34819924 1.31920338 1.28902677 1.25769622 1.22523988
 1.19168672 1.15706676 1.12141117 1.08475189 1.04712173 1.00855432
 0.96908414 0.92874657 0.88757767 0.84561446 0.80289442 0.75945588
 0.71533773 0.67057945 0.62522108 0.57930321 0.53286693 0.48595383
 0.43860588 0.39086548 0.34277537 0.29437855 0.24571835 0.19683829
 0.1477821  0.09859369 0.04931707 0.        ]","[0.00000000e+00 4.93222654e-02 9.86003807e-02 1.47790235e-01
 1.96847798e-01 2.45729154e-01 2.94390550e-01 3.42788427e-01
 3.90879462e-01 4.38620606e-01 4.85969126e-01 5.32882637e-01
 5.79319146e-01 6.25237087e-01 6.70595355e-01 7.15353350e-01
 7.59471006e-01 8.02908833e-01 8.45627948e-01 8.87590112e-01
 9.28757762e-01 9.69094048e-01 1.00856286e+00 1.04712888e+00
 1.08475757e+00 1.12141526e+00 1.15706913e+00 1.19168727e+00
 1.22523868e+00 1.25769334e+00 1.28902220e+00 1.31919720e+00
 1.34819134e+00 1.37597868e+00 1.40253432e+00 1.42783450e+00
 1.45185658e+00 1.47457906e+00 1.49598158e+00 1.51604500e+00
 1.53475135e+00 1.55208389e+00 1.56802711e+00 1.58256673e+00
 1.59568974e+00 1.60738439e+00 1.61764021e+00 1.62644803e+00
 1.63379995e+00 1.63968940e+00 1.64411111e+00 1.64706112e+00
 1.64853678e+00 1.64853678e+00 1.64706112e+00 1.64411111e+00
 1.63968940e+00 1.63379995e+00 1.62644803e+00 1.61764021e+00
 1.60738439e+00 1.59568974e+00 1.58256673e+00 1.56802711e+00
 1.55208389e+00 1.53475135e+00 1.51604500e+00 1.49598158e+00
 1.47457906e+00 1.45185658e+00 1.42783450e+00 1.40253432e+00
 1.37597868e+00 1.34819134e+00 1.31919720e+00 1.28902220e+00
 1.25769334e+00 1.22523868e+00 1.19168727e+00 1.15706913e+00
 1.12141526e+00 1.08475757e+00 1.04712888e+00 1.00856286e+00
 9.69094048e-01 9.28757762e-01 8.87590112e-01 8.45627948e-01
 8.02908833e-01 7.59471006e-01 7.15353350e-01 6.70595355e-01
 6.25237087e-01 5.79319146e-01 5.32882637e-01 4.85969126e-01
 4.38620606e-01 3.90879462e-01 3.42788427e-01 2.94390550e-01
 2.45729154e-01 1.96847798e-01 1.47790235e-01 9.86003807e-02
 4.93222654e-02 2.01910123e-16]",0.00024757618241333254,-4.653960350157523,-8.303792215587974
110,"[0.         0.04707904 0.09412288 0.14108994 0.18794191 0.23464058
 0.28114785 0.3274258  0.37343669 0.41914301 0.46450744 0.509493
 0.554063   0.59818104 0.64181119 0.68491785 0.72746585 0.76942051
 0.81074758 0.85141336 0.89138472 0.93062908 0.96911438 1.00680924
 1.04368285 1.07970525 1.11484697 1.14907943 1.18237456 1.21470528
 1.24604518 1.2763687  1.30565107 1.33386857 1.36099822 1.38701775
 1.41190604 1.43564268 1.45820835 1.47958455 1.49975394 1.51870018
 1.53640774 1.55286224 1.5680502  1.58195919 1.59457796 1.60589614
 1.61590443 1.62459468 1.63195996 1.6379941  1.6426922  1.64605056
 1.64806638 1.64873805 1.64806496 1.64604762 1.64268769 1.637988
 1.63195238 1.62458575 1.61589398 1.60588431 1.594565   1.58194515
 1.56803514 1.55284618 1.53639071 1.51868206 1.49973478 1.47956427
 1.45818691 1.4356203  1.41188278 1.38699381 1.3609736  1.33384343
 1.30562528 1.27634221 1.24601824 1.21467813 1.18234729 1.14905219
 1.11482004 1.07967864 1.04365667 1.00678342 0.96908907 0.93060438
 0.89136073 0.8513901  0.81072503 0.76939869 0.72744486 0.68489773
 0.64179207 0.59816301 0.5540461  0.50947735 0.46449305 0.41912993
 0.37342498 0.32741548 0.28113893 0.23463307 0.18793586 0.14108538
 0.09411982 0.04707751 0.        ]","[0.00000000e+00 4.70809684e-02 9.41235368e-02 1.41089337e-01
 1.87940062e-01 2.34637501e-01 2.81143566e-01 3.27420327e-01
 3.73430038e-01 4.19135175e-01 4.64498459e-01 5.09482892e-01
 5.54051783e-01 5.98168781e-01 6.41797904e-01 6.84903568e-01
 7.27450615e-01 7.69404342e-01 8.10730532e-01 8.51395479e-01
 8.91366016e-01 9.30609541e-01 9.69094048e-01 1.00678815e+00
 1.04366110e+00 1.07968282e+00 1.11482394e+00 1.14905579e+00
 1.18235046e+00 1.21468079e+00 1.24602040e+00 1.27634374e+00
 1.30562608e+00 1.33384353e+00 1.36097307e+00 1.38699259e+00
 1.41188086e+00 1.43561758e+00 1.45818339e+00 1.47955988e+00
 1.49972962e+00 1.51867616e+00 1.53638405e+00 1.55283884e+00
 1.56802711e+00 1.58193647e+00 1.59455559e+00 1.60587417e+00
 1.61588297e+00 1.62457383e+00 1.63193967e+00 1.63797447e+00
 1.64267332e+00 1.64603238e+00 1.64804891e+00 1.64872127e+00
 1.64804891e+00 1.64603238e+00 1.64267332e+00 1.63797447e+00
 1.63193967e+00 1.62457383e+00 1.61588297e+00 1.60587417e+00
 1.59455559e+00 1.58193647e+00 1.56802711e+00 1.55283884e+00
 1.53638405e+00 1.51867616e+00 1.49972962e+00 1.47955988e+00
 1.45818339e+00 1.43561758e+00 1.41188086e+00 1.38699259e+00
 1.36097307e+00 1.33384353e+00 1.30562608e+00 1.27634374e+00
 1.24602040e+00 1.21468079e+00 1.18235046e+00 1.14905579e+00
 1.11482394e+00 1.07968282e+00 1.04366110e+00 1.00678815e+00
 9.69094048e-01 9.30609541e-01 8.91366016e-01 8.51395479e-01
 8.10730532e-01 7.69404342e-01 7.27450615e-01 6.84903568e-01
 6.41797904e-01 5.98168781e-01 5.54051783e-01 5.09482892e-01
 4.64498459e-01 4.19135175e-01 3.73430038e-01 3.27420327e-01
 2.81143566e-01 2.34637501e-01 1.87940062e-01 1.41089337e-01
 9.41235368e-02 4.70809684e-02 2.01910123e-16]",0.00015166385506640382,-4.700480365792417,-8.793843965876976
